ix,nuclear,pv,wind,biomass,hydro,gas,pumped,battery,p2g,import,shortage
2125,2166.8849999999998,8349.415915283833,3577.9608790560437,0.0,0.0,0.0,-1950.0,-0.8085767500110705,-255.41705758986382,0.0,0.0
2126,2166.8849999999998,6031.981750218332,3756.8589230088514,0.0,0.0,0.0,-88.23927322718373,0.0,0.0,0.0,0.0
2127,2166.8849999999998,3980.6644270742445,3220.1647911504465,0.0,0.0,0.0,1950.0,482.9854617753099,0.0,0.0,0.0
2128,2166.8849999999998,2040.2291213973792,3373.505971681413,0.0,0.0,0.0,1950.0,2000.0,150.20598692120802,0.0,0.0
2129,2166.8849999999998,554.4100873362446,3935.75696696165,3.7767739899179564,1072.352,0.0,1950.0,168.89325171218843,2000.0,0.0,0.0
2130,2166.8849999999998,110.882017467248,4906.9177769911485,63.11762366787912,1072.352,0.0,1950.0,0.0,1977.502541873724,0.0,0.0
2131,2166.8849999999998,11.0882017467248,4932.474640412981,3042.25201171111,1072.352,0.0,1248.652466129186,0.0,0.0,0.0,0.0
2132,2166.8849999999998,0.0,4932.474640412981,3611.4519999999998,1072.352,300.09523958702084,0.0,0.0,0.0,0.0,0.0
2133,2166.8849999999998,0.0,5188.043274631268,3486.443085368735,1072.352,0.0,0.0,0.0,0.0,0.0,0.0
2134,2166.8849999999998,0.0,5315.82759174041,2889.4392482595895,1072.352,0.0,0.0,0.0,0.0,0.0,0.0
2135,2166.8849999999998,0.0,5494.725635693218,2102.610804306783,1072.352,0.0,0.0,0.0,0.0,0.0,0.0
2136,2166.8849999999998,0.0,4702.462869616518,3007.897250383482,1072.352,0.0,0.0,0.0,0.0,0.0,0.0
2137,2166.8849999999998,0.0,4191.325601179946,3373.4737188200534,1072.352,0.0,0.0,0.0,0.0,0.0,0.0
2138,2166.8849999999998,0.0,3782.4157864306744,3611.4519999999998,1072.352,35.64561356932608,0.0,0.0,0.0,0.0,0.0
2139,2166.8849999999998,0.0,3220.1647911504465,3611.4519999999998,1072.352,765.7196488495539,0.0,0.0,0.0,0.0,0.0
2140,2166.8849999999998,11.0882017467248,2760.141249557521,3611.4519999999998,1072.352,1983.5585086957562,0.0,0.0,0.0,0.0,0.0
2141,2166.8849999999998,99.7938157205232,2325.6745713864266,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,232.66773289305092,0.0
2142,2166.8849999999998,1119.908376419214,2300.1177079646036,3611.4519999999998,1072.352,3531.873715616182,0.0,0.0,0.0,0.0,0.0
2143,2166.8849999999998,4900.985172052394,2146.776527433628,3611.4519999999998,1072.352,376.78258051397825,0.0,0.0,0.0,0.0,0.0
2144,2166.8849999999998,8804.032186899554,2044.549073746308,517.923659354138,1072.352,0.0,0.0,0.0,0.0,0.0,0.0
2145,2166.8849999999998,12485.31516681222,1814.537302949854,0.0,0.0,0.0,-1818.1835497620723,0.0,0.0,0.0,0.0
2146,2166.8849999999998,15523.482445414857,1533.4118053097357,0.0,0.0,0.0,-1950.0,-2000.0,-472.81461072459024,0.0,0.0
2147,2166.8849999999998,17153.44810218341,1328.9568979351047,0.0,0.0,0.0,-1950.0,-952.0,-2000.0,-888.101040118514,0.0
2148,2166.8849999999998,17364.12393537118,1277.8431710914492,0.0,0.0,0.0,-1950.0,-142.80000000000018,-2000.0,-2000.0,-178.8093864626253
2149,2166.8849999999998,16388.362181659384,1405.6274882005926,0.0,0.0,0.0,-1950.0,-21.420000000000073,-2000.0,-2000.0,-85.82954985997458
2150,2166.8849999999998,14082.016218340612,1380.0706247787605,0.0,0.0,0.0,-1950.0,-3.213000000000193,-1823.5081231193722,0.0,0.0
2151,2166.8849999999998,10600.320869869005,1405.6274882005926,0.0,0.0,0.0,-627.1165580695979,0.0,0.0,0.0,0.0
2152,2166.8849999999998,5887.83512751092,1175.6157174041296,0.0,0.0,0.0,1950.0,2000.0,315.71903508495234,0.0,0.0
2153,2166.8849999999998,1574.5246480349351,1022.274536873154,2995.138885091911,1072.352,0.0,1950.0,651.5180500000001,2000.0,0.0,0.0
2154,2166.8849999999998,155.2348244541472,1098.9451271386415,3611.4519999999998,1072.352,2038.5760765701825,1950.0,0.0,1832.442331837029,0.0,0.0
2155,2166.8849999999998,22.1764034934496,1150.0588539822973,3611.4519999999998,1072.352,3538.56,1950.0,0.0,0.0,440.0903025242551,0.0
2156,2166.8849999999998,0.0,843.3764929203537,3611.4519999999998,1072.352,3538.56,1561.1123627715897,0.0,0.0,469.4197443080575,0.0
2157,2166.8849999999998,0.0,587.8078587020648,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,1707.2825012979374,0.0
2158,2166.8849999999998,0.0,434.4666781710912,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,1185.9065618289078,0.0
2159,2166.8849999999998,0.0,357.7960879056044,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,630.672032094395,0.0
2160,2166.8849999999998,0.0,357.7960879056044,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,812.1949120943955,0.0
2161,2166.8849999999998,0.0,460.02354159292065,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,595.2312984070795,0.0
2162,2166.8849999999998,0.0,511.1372684365779,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,307.7953315634222,0.0
2163,2166.8849999999998,0.0,664.4784489675515,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,193.84119103244848,0.0
2164,2166.8849999999998,11.0882017467248,766.7059026548668,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,880.2536955984087,0.0
2165,2166.8849999999998,99.7938157205232,843.3764929203537,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,1956.4254913591249,0.0
2166,2166.8849999999998,798.3505257641924,766.7059026548668,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,2000.0,89.74305158094285
2167,2166.8849999999998,3326.4605240174624,945.6039466076664,3611.4519999999998,1072.352,3339.1401293748727,0.0,0.0,0.0,0.0,0.0
2168,2166.8849999999998,6153.95196943231,996.7176734513307,3611.4519999999998,1072.352,833.8555971163586,0.0,0.0,0.0,0.0,0.0
2169,2166.8849999999998,8094.387275109172,1226.7294442477848,2468.3707606430444,1072.352,0.0,0.0,0.0,0.0,0.0,0.0
2170,2166.8849999999998,9081.237230567676,1226.7294442477848,1579.132165184538,1072.352,0.0,0.0,0.0,0.0,0.0,0.0
2171,2166.8849999999998,9968.29337030568,1277.8431710914492,711.173978602871,1072.352,0.0,0.0,0.0,0.0,0.0,0.0
2172,2166.8849999999998,9923.940563318787,1354.513761356928,173.67459532428506,1072.352,0.0,0.0,0.0,0.0,0.0,0.0
2173,2166.8849999999998,9680.00012489083,1150.0588539822973,1.1368683772161603e-13,995.7301011268736,0.0,0.0,0.0,0.0,0.0,0.0
2174,2166.8849999999998,9036.884423580781,1252.2863076696171,534.4780287496021,1072.352,0.0,0.0,0.0,0.0,0.0,0.0
2175,2166.8849999999998,6497.686223580782,1354.513761356928,2627.24029506229,1072.352,0.0,0.0,0.0,0.0,0.0,0.0
2176,2166.8849999999998,3825.4296026200786,1456.7412150442478,3611.4519999999998,1072.352,1613.217142335674,0.0,0.0,0.0,0.0,0.0
2177,2166.8849999999998,1252.966797379914,1380.0706247787605,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,506.30557784132725,0.0
2178,2166.8849999999998,155.2348244541472,1124.501990560474,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,2000.0,191.82730498537967
2179,2166.8849999999998,22.1764034934496,1047.8314002949865,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,2000.0,396.41887621156457
2180,2166.8849999999998,0.0,766.7059026548668,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,2000.0,1.0289373451323627
2181,2166.8849999999998,0.0,690.0353123893802,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,1517.71856761062,0.0
2182,2166.8849999999998,0.0,613.3647221238933,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,977.8963578761068,0.0
2183,2166.8849999999998,0.0,460.02354159292065,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,644.8932184070818,0.0
2184,2166.8849999999998,0.0,230.01177079646033,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,1155.7517092035414,0.0
2185,2166.8849999999998,0.0,204.45490737463086,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,1195.0084126253696,0.0
2186,2166.8849999999998,0.0,204.45490737463086,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,1059.7224926253712,0.0
2187,2166.8849999999998,0.0,230.01177079646033,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,1164.3141092035403,0.0
2188,2166.8849999999998,22.1764034934496,332.23922448377573,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,1789.9764920227753,0.0
2189,2166.8849999999998,110.882017467248,434.4666781710912,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,2000.0,809.7667843616618
2190,2166.8849999999998,1707.5830689956329,383.3529513274339,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,1890.947139676935,0.0
2191,2166.8849999999998,6087.422758951956,255.56863421828896,3611.4519999999998,1072.352,1456.5860068297552,0.0,0.0,0.0,0.0,0.0
2192,2166.8849999999998,10810.996703056771,230.01177079646033,614.9055661467671,1072.352,0.0,0.0,0.0,0.0,0.0,0.0
2193,2166.8849999999998,14203.98643755459,306.6823610619471,0.0,0.0,0.0,-1737.8782786165357,0.0,0.0,0.0,0.0
2194,2166.8849999999998,16288.568365938863,357.7960879056044,0.0,0.0,0.0,-1950.0,-1935.5612938444647,0.0,0.0,0.0
2195,2166.8849999999998,17330.859330131014,408.9098147492625,0.0,0.0,0.0,-1950.0,-1006.7729002322051,-2000.0,-92.40476464806852,0.0
2196,2166.8849999999998,17563.711566812235,485.5804050147493,0.0,0.0,0.0,-1950.0,-151.01593503483082,-2000.0,-1581.3432767921495,0.0
2197,2166.8849999999998,16698.831830567688,587.8078587020648,0.0,0.0,0.0,-1950.0,-22.652390255224418,-2000.0,-1710.8206190145256,0.0
2198,2166.8849999999998,14425.750472489084,511.1372684365779,0.0,0.0,0.0,-1950.0,-3.397858538283799,-1364.9108823873785,0.0,0.0
2199,2166.8849999999998,10844.261308296936,511.1372684365779,0.0,0.0,0.0,-22.803736733514597,0.0,0.0,0.0,0.0
2200,2166.8849999999998,6131.775565938874,460.02354159292065,0.0,0.0,0.0,1950.0,2000.0,727.433972468205,0.0,0.0
2201,2166.8849999999998,1729.7594724890823,460.02354159292065,3385.0579846987407,1072.352,0.0,1950.0,651.4903212192576,2000.0,0.0,0.0
2202,2166.8849999999998,188.4994296943216,690.0353123893802,3611.4519999999998,1072.352,3253.9675891908155,1950.0,0.0,955.0214687254843,0.0,0.0
2203,2166.8849999999998,22.1764034934496,894.4902197640109,3611.4519999999998,1072.352,3538.56,1950.0,0.0,0.0,716.2086967425403,0.0
2204,2166.8849999999998,0.0,920.047083185843,3611.4519999999998,1072.352,3538.56,1035.5995149826977,0.0,0.0,974.7738418314602,0.0
2205,2166.8849999999998,0.0,792.2627660766964,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,1552.489513923305,0.0
2206,2166.8849999999998,0.0,766.7059026548668,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,935.8663773451335,0.0
2207,2166.8849999999998,0.0,690.0353123893802,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,488.51808761062057,0.0
2208,2166.8849999999998,0.0,715.5921758112096,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,548.5852241887915,0.0
2209,2166.8849999999998,0.0,664.4784489675515,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,524.3498310324503,0.0
2210,2166.8849999999998,0.0,715.5921758112096,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,296.8506641887907,0.0
2211,2166.8849999999998,0.0,664.4784489675515,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,486.675271032449,0.0
2212,2166.8849999999998,22.1764034934496,587.8078587020648,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,1233.0113778044852,0.0
2213,2166.8849999999998,144.14662270742238,460.02354159292065,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,2000.0,603.6720356996575
2214,2166.8849999999998,1896.0824986899568,383.3529513274339,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,1558.5993899826099,0.0
2215,2166.8849999999998,6386.804206113536,357.7960879056044,3611.4519999999998,1072.352,871.7417459808602,0.0,0.0,0.0,0.0,0.0
2216,2166.8849999999998,10977.319729257642,230.01177079646033,231.09757994589813,1072.352,0.0,0.0,0.0,0.0,0.0,0.0
2217,2166.8849999999998,14403.574068995624,332.23922448377573,0.0,0.0,0.0,-1950.0,-321.2691734793989,0.0,0.0,0.0
2218,2166.8849999999998,16532.50880436682,536.6941318584074,0.0,0.0,0.0,-1950.0,-2000.0,-730.0079362252236,0.0,0.0
2219,2166.8849999999998,17497.182356331883,690.0353123893802,0.0,0.0,0.0,-1950.0,-678.9212025425109,-2000.0,-1227.3257861787497,0.0
2220,2166.8849999999998,17430.65314585153,817.819629498525,0.0,0.0,0.0,-1950.0,-101.83818038137679,-2000.0,-2000.0,-211.58487496867792
2221,2166.8849999999998,16310.744769432322,920.047083185843,0.0,0.0,0.0,-1950.0,-15.275727057206495,-2000.0,-1968.883365560955,0.0
2222,2166.8849999999998,14048.751613100445,1175.6157174041296,0.0,0.0,0.0,-1950.0,-2.291359058580838,-1972.0182514459925,0.0,0.0
2223,2166.8849999999998,10555.968062882088,1354.513761356928,0.0,0.0,0.0,-769.0799999999999,-0.3437038587871939,-149.24680038022962,0.0,0.0
2224,2166.8849999999998,5976.540741484708,1533.4118053097357,0.0,0.0,0.0,1950.0,1579.8082132055588,0.0,0.0,0.0
2225,2166.8849999999998,1718.6712707423578,1610.0823955752232,1544.5907024667965,1072.352,0.0,1950.0,1072.1402312156233,2000.0,0.0,0.0
2226,2166.8849999999998,221.764034934496,1788.9804395280219,3611.4519999999998,1072.352,807.9199655374813,1950.0,0.0,2000.0,0.0,0.0
2227,2166.8849999999998,33.2646052401744,2479.0157519174018,3611.4519999999998,1072.352,1935.5469488167018,1950.0,0.0,425.63649402572264,0.0,0.0
2228,2166.8849999999998,0.0,2709.027522713865,3611.4519999999998,1072.352,1654.7535092861342,1771.265808,0.0,0.0,0.0,0.0
2229,2166.8849999999998,0.0,2990.1530203539837,3611.4519999999998,1072.352,2548.950779646017,0.0,0.0,0.0,9.094947017729282e-13,0.0
2230,2166.8849999999998,0.0,3092.3804740412947,3611.4519999999998,1072.352,1794.2684459587056,0.0,0.0,0.0,0.0,0.0
2231,2166.8849999999998,0.0,3296.835381415926,3611.4519999999998,1072.352,1014.4202585840738,0.0,0.0,0.0,0.0,0.0
2232,2166.8849999999998,0.0,3680.188332743364,3611.4519999999998,1072.352,798.8903472566371,0.0,0.0,0.0,0.0,0.0
2233,2166.8849999999998,0.0,4114.655010914458,3611.4519999999998,1072.352,234.2751890855434,0.0,0.0,0.0,0.0,0.0
2234,2166.8849999999998,0.0,3782.4157864306744,3611.4519999999998,1072.352,402.1163335693255,0.0,0.0,0.0,0.0,0.0
2235,2166.8849999999998,0.0,3424.619698525077,3611.4519999999998,1072.352,864.3737014749222,0.0,0.0,0.0,0.0,0.0
2236,2166.8849999999998,33.2646052401744,2939.0392935103278,3611.4519999999998,1072.352,2011.956381249499,0.0,0.0,0.0,0.0,0.0
2237,2166.8849999999998,144.14662270742238,3194.6079277286144,3611.4519999999998,1072.352,2803.1422095639646,0.0,0.0,0.0,0.0,0.0
2238,2166.8849999999998,1507.9954375545844,2683.470659292033,3611.4519999999998,1072.352,2642.2725831533826,0.0,0.0,0.0,0.0,0.0
2239,2166.8849999999998,4557.25091790392,2351.231434808259,3611.4519999999998,1072.352,195.82816728782015,0.0,0.0,0.0,0.0,0.0
2240,2166.8849999999998,7151.890126637564,2376.788298230091,1656.303615132344,1072.352,0.0,0.0,0.0,0.0,0.0,0.0
2241,2166.8849999999998,8848.384993886473,1763.4235761061987,725.5841900073291,1072.352,0.0,0.0,0.0,0.0,0.0,0.0
2242,2166.8849999999998,9801.970344104811,1788.9804395280219,1.1368683772161603e-13,914.6928563671662,0.0,0.0,0.0,0.0,0.0,0.0
2243,2166.8849999999998,9258.648458515276,1354.513761356928,626.6191801277971,1072.352,0.0,0.0,0.0,0.0,0.0,0.0
2244,2166.8849999999998,7872.6232401746765,1277.8431710914492,1928.3418687338735,1072.352,0.0,0.0,0.0,0.0,0.0,0.0
2245,2166.8849999999998,6076.334557205249,1022.274536873154,3298.6321459215974,1072.352,0.0,0.0,0.0,0.0,0.0,0.0
2246,2166.8849999999998,5255.807627947596,920.047083185843,3611.4519999999998,1072.352,704.1209288665596,0.0,0.0,0.0,0.0,0.0
2247,2166.8849999999998,4424.192496943237,945.6039466076664,3611.4519999999998,1072.352,1191.6579164490995,0.0,0.0,0.0,0.0,0.0
2248,2166.8849999999998,2871.8442524017414,996.7176734513307,3611.4519999999998,1072.352,2629.5306741469285,0.0,0.0,0.0,0.0,0.0
2249,2166.8849999999998,1053.3791659388648,868.9333563421789,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,768.360717718957,0.0
2250,2166.8849999999998,144.14662270742238,715.5921758112096,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,2000.0,72.39412148136944
2251,2166.8849999999998,33.2646052401744,971.1608100294986,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,1722.2099047303273,0.0
2252,2166.8849999999998,0.0,971.1608100294986,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,1003.695789970503,0.0
2253,2166.8849999999998,0.0,843.3764929203537,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,456.76298707964816,0.0
2254,2166.8849999999998,0.0,817.819629498525,3611.4519999999998,1072.352,3469.4612905014747,0.0,0.0,0.0,0.0,0.0
2255,2166.8849999999998,0.0,766.7059026548668,3611.4519999999998,1072.352,2606.1106973451338,0.0,0.0,0.0,0.0,0.0
2256,2166.8849999999998,0.0,664.4784489675515,3611.4519999999998,1072.352,2454.8911110324498,0.0,0.0,0.0,0.0,0.0
2257,2166.8849999999998,0.0,357.7960879056044,3611.4519999999998,1072.352,2934.5339520943944,0.0,0.0,0.0,0.0,0.0
2258,2166.8849999999998,0.0,281.12549764011766,3611.4519999999998,1072.352,2982.092382359883,0.0,0.0,0.0,0.0,0.0
2259,2166.8849999999998,0.0,383.3529513274339,3611.4519999999998,1072.352,2898.7022086725665,0.0,0.0,0.0,0.0,0.0
2260,2166.8849999999998,22.1764034934496,332.23922448377573,3611.4519999999998,1072.352,2963.601612022774,0.0,0.0,0.0,0.0,0.0
2261,2166.8849999999998,121.9702192139728,281.12549764011766,3611.4519999999998,1072.352,3123.84408314591,0.0,0.0,0.0,0.0,0.0
2262,2166.8849999999998,909.2325432314403,178.8980439528022,3611.4519999999998,1072.352,2971.3904928157585,0.0,0.0,0.0,0.0,0.0
2263,2166.8849999999998,3171.22569956332,127.78431710914491,3611.4519999999998,1072.352,1214.3182633275355,0.0,0.0,0.0,0.0,0.0
2264,2166.8849999999998,6575.303635807866,127.78431710914491,1990.2356870829888,1072.352,0.0,0.0,0.0,0.0,0.0,0.0
2265,2166.8849999999998,9968.29337030568,127.78431710914491,0.0,176.49203258517446,0.0,0.0,0.0,0.0,0.0,0.0
2266,2166.8849999999998,10700.114685589524,153.34118053097356,0.0,0.0,0.0,-358.2637461204977,0.0,0.0,0.0,0.0
2267,2166.8849999999998,11010.58433449781,153.34118053097356,0.0,0.0,0.0,-887.9308350287829,0.0,0.0,0.0,0.0
2268,2166.8849999999998,10722.291089082959,127.78431710914491,0.0,0.0,0.0,-810.4029661921049,0.0,0.0,0.0,0.0
2269,2166.8849999999998,10167.881001746719,127.78431710914491,0.0,0.0,0.0,-562.5267988558626,0.0,0.0,0.0,0.0
2270,2166.8849999999998,9125.590037554592,127.78431710914491,0.0,0.0,0.0,224.60464533626327,0.0,0.0,0.0,0.0
2271,2166.8849999999998,7018.831705676858,153.34118053097356,0.0,281.9361909874249,0.0,1785.835202804744,0.0,0.0,0.0,0.0
2272,2166.8849999999998,4379.839689956341,204.45490737463086,3357.2503226690274,1072.352,0.0,0.0,0.0,0.0,0.0,0.0
2273,2166.8849999999998,1541.260042794761,230.01177079646033,3611.4519999999998,1072.352,2664.9948664087797,0.0,0.0,0.0,0.0,0.0
2274,2166.8849999999998,210.6758331877712,357.7960879056044,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,647.7560389066257,0.0
2275,2166.8849999999998,33.2646052401744,638.9215855457228,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,889.9627292141031,0.0
2276,2166.8849999999998,0.0,894.4902197640109,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,90.55294023599163,0.0
2277,2166.8849999999998,0.0,1354.513761356928,3611.4519999999998,1072.352,2732.4069986430736,0.0,0.0,0.0,0.0,0.0
2278,2166.8849999999998,0.0,1737.8667126843666,3611.4519999999998,1072.352,1912.3716473156346,0.0,0.0,0.0,0.0,0.0
2279,2166.8849999999998,0.0,1967.8784834808293,3611.4519999999998,1072.352,981.9555565191713,0.0,0.0,0.0,0.0,0.0
2280,2166.8849999999998,0.0,1865.6510297935097,3611.4519999999998,1072.352,878.6854102064899,0.0,0.0,0.0,0.0,0.0
2281,2166.8849999999998,0.0,1814.537302949854,3611.4519999999998,1072.352,1101.0471370501457,0.0,0.0,0.0,0.0,0.0
2282,2166.8849999999998,0.0,1635.639258997047,3611.4519999999998,1072.352,1435.7808610029524,0.0,0.0,0.0,0.0,0.0
2283,2166.8849999999998,0.0,1610.0823955752232,3611.4519999999998,1072.352,1481.8874844247775,0.0,0.0,0.0,0.0,0.0
2284,2166.8849999999998,22.1764034934496,1916.7647566371652,3611.4519999999998,1072.352,1108.5042398693859,0.0,0.0,0.0,0.0,0.0
2285,2166.8849999999998,155.2348244541472,2121.219664011796,3611.4519999999998,1072.352,839.4901115340581,0.0,0.0,0.0,0.0,0.0
2286,2166.8849999999998,2040.2291213973792,2223.447117699116,2950.064680903505,1072.352,0.0,0.0,0.0,0.0,0.0,0.0
2287,2166.8849999999998,6464.421618340617,1840.0941663716776,5.684341886080802e-14,366.8851352877063,0.0,0.0,0.0,0.0,0.0,0.0
2288,2166.8849999999998,11099.28994847162,2044.549073746308,0.0,0.0,0.0,-1950.0,-2000.0,-3.556662217926714,0.0,0.0
2289,2166.8849999999998,14569.897095196497,2785.698112979353,0.0,0.0,0.0,-1950.0,-952.0,-2000.0,-2000.0,-797.5182881758501
2290,2166.8849999999998,16721.008234061126,3169.0510643067823,0.0,0.0,0.0,-1950.0,-142.80000000000018,-2000.0,-2000.0,-3971.646858367908
2291,2166.8849999999998,17663.505382532756,3169.0510643067823,0.0,0.0,0.0,-1950.0,-21.420000000000073,-2000.0,-2000.0,-5527.005766839537
2292,2166.8849999999998,17519.358759825318,2939.0392935103278,0.0,0.0,0.0,-1950.0,-3.213000000000193,-2000.0,-2000.0,-5337.164933335644
2293,2166.8849999999998,16366.185778165946,2862.36870324484,0.0,0.0,0.0,-1950.0,-0.48194999999986976,-2000.0,-2000.0,-4312.125051410783
2294,2166.8849999999998,14015.487007860256,2734.584386135697,0.0,0.0,0.0,-769.0799999999999,-0.0722925000000032,-2000.0,-2000.0,-3306.093221495951
2295,2166.8849999999998,10633.585475109168,2760.141249557521,0.0,0.0,0.0,-178.7341919999999,-0.010843874999864056,-2000.0,-2000.0,-641.192128791688
2296,2166.8849999999998,6065.24635545852,3066.8236106194713,0.0,0.0,0.0,-41.537826220799616,-0.0016265812500932952,-573.2527932759422,0.0,0.0
2297,2166.8849999999998,1796.2886829694335,3271.278517994102,0.0,0.0,0.0,1950.0,1879.881079036466,0.0,0.0,0.0
2298,2166.8849999999998,199.5876314410464,3603.517742477876,0.0,755.8197491047313,0.0,1950.0,772.1186769763467,2000.0,0.0,0.0
2299,2166.8849999999998,33.2646052401744,4625.792279351031,22.61747540879765,1072.352,0.0,1950.0,0.0,2000.0,0.0,0.0
2300,2166.8849999999998,0.0,5239.157001474923,7.105427357601002e-15,59.349678525077245,0.0,1950.0,0.0,2000.0,0.0,0.0
2301,2166.8849999999998,0.0,4958.0315038348035,1.1368683772161603e-13,736.3526392319762,0.0,1940.3466091862865,0.0,1288.4047277469344,0.0,0.0
2302,2166.8849999999998,0.0,4753.576596460173,2602.300163539828,1072.352,0.0,0.0,0.0,0.0,0.0,0.0
2303,2166.8849999999998,0.0,4523.56482566372,2469.2661743362814,1072.352,0.0,0.0,0.0,0.0,0.0,0.0
2304,2166.8849999999998,0.0,4446.894235398232,2648.68556460177,1072.352,0.0,0.0,0.0,0.0,0.0,0.0
2305,2166.8849999999998,0.0,4651.349142772862,2308.944737227138,1072.352,0.0,0.0,0.0,0.0,0.0,0.0
2306,2166.8849999999998,0.0,4651.349142772862,2146.259137227139,1072.352,0.0,0.0,0.0,0.0,0.0,0.0
2307,2166.8849999999998,0.0,4855.804050147493,2054.827909852508,1072.352,0.0,0.0,0.0,0.0,0.0,0.0
2308,2166.8849999999998,33.2646052401744,4728.01973303835,2848.039461721478,1072.352,0.0,0.0,0.0,0.0,0.0,0.0
2309,2166.8849999999998,155.2348244541472,4906.9177769911485,3611.4519999999998,1072.352,360.5025585547046,0.0,0.0,0.0,0.0,0.0
2310,2166.8849999999998,2051.3173231441037,4472.4510988200545,3226.155378035842,1072.352,0.0,0.0,0.0,0.0,0.0,0.0
2311,2166.8849999999998,6586.391837554595,3501.2902887905652,1.1368683772161603e-13,1000.0280736548392,0.0,0.0,0.0,0.0,0.0,0.0
2312,2166.8849999999998,11121.466351965055,3424.619698525077,0.0,0.0,0.0,-1950.0,-1318.2905704901295,0.0,0.0,0.0
2313,2166.8849999999998,14492.279682969438,3220.1647911504465,0.0,0.0,0.0,-1950.0,-1531.45301508339,-2000.0,-1052.5198190364945,0.0
2314,2166.8849999999998,16554.685207860257,3041.2667471976392,0.0,0.0,0.0,-1950.0,-229.71795226250833,-2000.0,-2000.0,-2104.188922795385
2315,2166.8849999999998,17441.74134759826,3373.505971681413,0.0,0.0,0.0,-1950.0,-34.45769283937625,-2000.0,-2000.0,-3438.257986440298
2316,2166.8849999999998,17286.506523144097,3424.619698525077,0.0,0.0,0.0,-1950.0,-5.168653925906256,-2000.0,-2000.0,-3719.621767743267
2317,2166.8849999999998,16044.62792751091,3475.733425368733,0.0,0.0,0.0,-1950.0,-0.7752980888858474,-2000.0,-2000.0,-3199.404974790754
2318,2166.8849999999998,13727.19376244541,3271.278517994102,0.0,0.0,0.0,-769.0799999999999,-0.1162947133329908,-2000.0,-2000.0,-1874.5072257261777
2319,2166.8849999999998,10278.763019213966,3245.72165457227,0.0,0.0,0.0,-178.7341919999999,-0.017444207000153256,-2000.0,-1280.3733975792366,0.0
2320,2166.8849999999998,5865.65872401746,2990.1530203539837,0.0,0.0,0.0,1158.1734956285563,0.0,0.0,0.0,0.0
2321,2166.8849999999998,1807.376884716156,2760.141249557521,0.0,0.0,0.0,1950.0,2000.0,1475.9173457263241,0.0,0.0
2322,2166.8849999999998,266.11684192139745,2657.9137958702095,1867.699938839445,1072.352,0.0,1950.0,651.9973833689501,2000.0,0.0,0.0
2323,2166.8849999999998,55.441008733624,2836.8118398230085,2674.7736714433677,1072.352,0.0,1950.0,0.0,2000.0,0.0,0.0
2324,2166.8849999999998,0.0,2785.698112979353,2539.7166327469727,1072.352,0.0,1950.0,0.0,1524.0826542736759,0.0,0.0
2325,2166.8849999999998,0.0,2811.2549764011765,3611.4519999999998,1072.352,1003.1590254481798,750.288678150644,0.0,0.0,0.0,0.0
