ix,nuclear,pv,wind,biomass,hydro,gas,pumped,battery,p2g,import,shortage
144,2166.8849999999998,0.0,2683.470659292033,3611.4519999999998,1072.352,3381.3645007079685,0.0,0.0,0.0,0.0,0.0
145,2166.8849999999998,0.0,3092.3804740412947,3611.4519999999998,1072.352,3179.6647659587056,0.0,0.0,0.0,0.0,0.0
146,2166.8849999999998,0.0,3475.733425368733,3611.4519999999998,1072.352,2628.488774631267,0.0,0.0,0.0,0.0,0.0
147,2166.8849999999998,0.0,3731.3020595870194,3611.4519999999998,1072.352,2282.158700412982,0.0,0.0,0.0,0.0,0.0
148,2166.8849999999998,0.0,3629.074605899708,3611.4519999999998,1072.352,2690.9200741002924,0.0,0.0,0.0,0.0,0.0
149,2166.8849999999998,0.0,3910.2001035398266,3611.4519999999998,1072.352,3409.8828964601744,0.0,0.0,0.0,0.0,0.0
150,2166.8849999999998,0.0,3501.2902887905652,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,2000.0,232.45991120943472
151,2166.8849999999998,99.7938157205232,3399.062835103245,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,2000.0,1103.1209091762357
152,2166.8849999999998,598.7628943231437,3680.188332743364,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,2000.0,353.85097293349463
153,2166.8849999999998,2472.668989519644,3245.72165457227,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,1102.7843559080848,0.0
154,2166.8849999999998,4335.486882969424,2709.027522713865,3611.4519999999998,1072.352,3060.0610743167126,0.0,0.0,0.0,0.0,0.0
155,2166.8849999999998,5344.513241921386,2325.6745713864266,3611.4519999999998,1072.352,2227.1775866921885,0.0,0.0,0.0,0.0,0.0
156,2166.8849999999998,4845.544163318769,2172.33339085546,3611.4519999999998,1072.352,2985.661605825773,0.0,0.0,0.0,0.0,0.0
157,2166.8849999999998,3448.43074323144,2402.345161651914,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,941.2869351166446,0.0
158,2166.8849999999998,1419.2898235807859,2325.6745713864266,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,2000.0,632.6782850327891
159,2166.8849999999998,332.6460524017463,2044.549073746308,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,2000.0,2200.8077138519475
160,2166.8849999999998,110.882017467248,1610.0823955752232,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,2000.0,2964.9246669575296
161,2166.8849999999998,0.0,1098.9451271386415,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,2000.0,3482.4826728613607
162,2166.8849999999998,0.0,1277.8431710914492,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,2000.0,2889.1644689085515
163,2166.8849999999998,0.0,1098.9451271386415,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,2000.0,2982.4385128613594
164,2166.8849999999998,0.0,1175.6157174041296,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,2000.0,2258.450482595872
165,2166.8849999999998,0.0,1022.274536873154,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,2000.0,1560.689103126846
166,2166.8849999999998,0.0,971.1608100294986,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,2000.0,812.0746699705032
167,2166.8849999999998,0.0,1201.1725808259614,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,1706.9856191740382,0.0
168,2166.8849999999998,0.0,1277.8431710914492,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,1162.807988908553,0.0
169,2166.8849999999998,0.0,1201.1725808259614,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,1359.3521791740404,0.0
170,2166.8849999999998,0.0,1405.6274882005926,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,952.8246317994071,0.0
171,2166.8849999999998,0.0,1661.1961224188788,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,582.5198375811233,0.0
172,2166.8849999999998,0.0,1584.5255321533912,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,910.9249878466089,0.0
173,2166.8849999999998,0.0,2018.9922103244849,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,1473.1216696755164,0.0
174,2166.8849999999998,0.0,2197.890254277283,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,2000.0,1246.4508257227171
175,2166.8849999999998,99.7938157205232,2351.231434808259,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,2000.0,1871.8180694712191
176,2166.8849999999998,532.2336838427949,2427.9020250737467,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,2000.0,1492.8560910834585
177,2166.8849999999998,1929.3471039301312,3296.835381415926,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,1406.6197146539453,0.0
178,2166.8849999999998,3337.5487257641917,3833.529513274339,3611.4519999999998,1072.352,2914.6599609614714,0.0,0.0,0.0,0.0,0.0
179,2166.8849999999998,4346.5750847161535,3169.0510643067823,3611.4519999999998,1072.352,2395.4390909770627,0.0,0.0,0.0,0.0,0.0
180,2166.8849999999998,4213.516663755447,3450.1765619469006,3611.4519999999998,1072.352,2283.3340942976515,0.0,0.0,0.0,0.0,0.0
181,2166.8849999999998,3293.1959187772977,3986.870693805314,3611.4519999999998,1072.352,2855.3335074173883,0.0,0.0,0.0,0.0,0.0
182,2166.8849999999998,1585.61284978166,4421.337371976399,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,238.83149824194152,0.0
183,2166.8849999999998,410.26346462881986,4140.211874336281,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,1981.290541034903,0.0
184,2166.8849999999998,110.882017467248,3807.9726498525065,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,2000.0,671.1355326802459
185,2166.8849999999998,0.0,3373.505971681413,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,2000.0,956.1872683185884
186,2166.8849999999998,0.0,3373.505971681413,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,2000.0,454.4306283185888
187,2166.8849999999998,0.0,3245.72165457227,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,2000.0,421.2418254277309
188,2166.8849999999998,0.0,3143.494200884959,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,2000.0,35.412479115044334
189,2166.8849999999998,0.0,2683.470659292033,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,1644.3334607079687,0.0
190,2166.8849999999998,0.0,2274.560844542771,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,1256.9400754572289,0.0
191,2166.8849999999998,0.0,1737.8667126843666,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,915.131967315634,0.0
192,2166.8849999999998,0.0,1482.2980784660801,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,653.5316415339203,0.0
193,2166.8849999999998,0.0,1380.0706247787605,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,903.0323752212407,0.0
194,2166.8849999999998,0.0,1124.501990560474,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,917.1413294395279,0.0
195,2166.8849999999998,0.0,1175.6157174041296,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,722.179282595871,0.0
196,2166.8849999999998,0.0,971.1608100294986,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,1253.7178699705037,0.0
197,2166.8849999999998,0.0,945.6039466076664,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,2000.0,233.12609339233495
198,2166.8849999999998,0.0,1175.6157174041296,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,2000.0,1939.9292025958712
199,2166.8849999999998,99.7938157205232,1482.2980784660801,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,2000.0,2560.9410258133994
200,2166.8849999999998,166.323026200872,1431.1843516224155,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,2000.0,2617.449702176713
201,2166.8849999999998,654.2039030567677,1686.7529858407108,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,2000.0,2139.434591102525
202,2166.8849999999998,1386.0252183406112,2274.560844542771,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,2000.0,824.942857116619
203,2166.8849999999998,1884.994296943232,2862.36870324484,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,1563.4929598119288,0.0
204,2166.8849999999998,2006.964516157205,2606.8000690265458,3611.4519999999998,1072.352,3538.56,0.0,0.0,0.0,1765.5905748162531,0.0
